,prec,rec,acc,f1,TP,TN,FP,FN
0,0.292999999999707,0.9999999999965871,0.292999999999707,0.45320958974933023,293,0,707,0
1,0.292999999999707,0.9999999999965871,0.292999999999707,0.45320958974933023,293,0,707,0
2,0.292999999999707,0.9999999999965871,0.292999999999707,0.45320958974933023,293,0,707,0
3,0.292999999999707,0.9999999999965871,0.292999999999707,0.45320958974933023,293,0,707,0
4,0.2942366026286206,0.9931740614300575,0.2999999999997,0.45397815877302794,291,9,698,2
5,0.29591836734663685,0.9897610921467926,0.306999999999693,0.45561665321914013,290,17,690,3
6,0.29896907216464025,0.9897610921467926,0.316999999999683,0.4592240693183105,290,27,680,3
7,0.3029350104818628,0.9863481228635279,0.330999999999669,0.4635124294713407,289,42,665,4
8,0.3063829787230783,0.9829351535802631,0.342999999999657,0.46715328430844916,288,55,652,5
9,0.30860215053730256,0.9795221842969982,0.350999999999649,0.4693376938294784,287,64,643,6
10,0.3142227122378013,0.9726962457304686,0.36999999999963,0.4749999996301096,285,85,622,8
11,0.319004524886517,0.9624573378806742,0.386999999999613,0.47918436666008435,282,105,602,11
12,0.32291666666629293,0.9522184300308798,0.400999999999599,0.4822817628015858,279,122,585,14
13,0.32819905213231254,0.9453924914643502,0.416999999999583,0.4872471412172693,277,140,567,16
14,0.3329253365968997,0.9283276450480262,0.433999999999566,0.490090089700633,272,162,545,21
15,0.3392181588898623,0.9180887371982318,0.451999999999548,0.4953959480396965,269,183,524,24
16,0.34680573663579295,0.9078498293484374,0.471999999999528,0.5018867920518636,266,206,501,27
17,0.3525469168896079,0.897610921498643,0.486999999999513,0.5062560149934944,263,224,483,30
18,0.3584379358432937,0.8771331057990542,0.503999999999496,0.508910890676218,257,247,460,36
19,0.36826783114939116,0.863481228665995,0.525999999999474,0.5163265301920096,253,273,434,40
20,0.376132930513027,0.8498293515329358,0.542999999999457,0.521465968159943,249,294,413,44
21,0.38338658146903615,0.8191126279835526,0.5609999999994391,0.5223068548419878,240,321,386,53
22,0.39761092150102795,0.795221843000699,0.586999999999413,0.530147894889958,233,354,353,60
23,0.40917431192585474,0.7610921501680509,0.607999999999392,0.5322195699496728,223,385,322,70
24,0.43460764587437706,0.7372013651851973,0.641999999999358,0.5468354425699311,216,426,281,77
25,0.4486607142847128,0.6860068259362253,0.660999999999339,0.5425101209779031,201,460,247,92
26,0.4722222222210298,0.638225255970518,0.684999999999315,0.5428156744007449,187,498,209,106
27,0.4942196531777624,0.5836177474382812,0.702999999999297,0.5352112671073983,171,532,175,122
28,0.5094936708844636,0.5494880546056332,0.712999999999287,0.5287356316828848,161,552,155,132
29,0.5285714285695409,0.5051194539231907,0.722999999999277,0.5165794061302169,148,575,132,145
30,0.5349794238661112,0.4436860068244243,0.723999999999276,0.4850746263682126,130,594,113,163
31,0.5771144278578253,0.39590443685871707,0.737999999999262,0.46963562704580475,116,622,85,177
32,0.5862068965483551,0.3481228668930098,0.736999999999263,0.4368308346483683,102,635,72,191
33,0.6312056737543886,0.3037542662105674,0.743999999999256,0.41013824840736696,89,655,52,204
34,0.7555555555471605,0.23208191126200656,0.752999999999247,0.35509138345062,68,685,22,225
35,0.9999999999787235,0.1604095563134457,0.753999999999246,0.2764705879954152,47,707,0,246
36,0.9999999999761906,0.1433447098971217,0.748999999999251,0.25074626843590997,42,707,0,251
37,0.9999999999687501,0.10921501706447367,0.738999999999261,0.19692307674433135,32,707,0,261
38,0.99999999995,0.06825938566529605,0.726999999999273,0.12779552703610328,20,707,0,273
39,0.9999999999,0.03412969283264802,0.716999999999283,0.06600660059580216,10,707,0,283
40,0.0,0.0,0.706999999999293,0.0,0,707,0,293
