,i,g,status
519,12,27,TP
520,12,28,TP
521,12,29,TP
522,12,30,TP
523,12,31,TP
524,12,32,TP
525,12,33,TP
526,12,34,TP
527,12,35,TP
528,12,36,TP
529,12,37,TP
530,12,38,TP
531,12,39,FN
532,12,40,FN
533,13,0,FP
534,13,1,FP
535,13,2,FP
536,13,3,FP
537,13,4,FP
538,13,5,FP
539,13,6,FP
540,13,7,FP
541,13,8,FP
542,13,9,FP
543,13,10,FP
544,13,11,FP
545,13,12,FP
546,13,13,FP
547,13,14,FP
548,13,15,FP
549,13,16,FP
550,13,17,FP
551,13,18,FP
552,13,19,FP
553,13,20,FP
554,13,21,FP
555,13,22,FP
556,13,23,FP
557,13,24,FP
558,13,25,FP
559,13,26,FP
560,13,27,FP
561,13,28,FP
562,13,29,FP
563,13,30,FP
564,13,31,TN
565,13,32,TN
566,13,33,TN
567,13,34,TN
568,13,35,TN
569,13,36,TN
570,13,37,TN
571,13,38,TN
572,13,39,TN
573,13,40,TN
574,14,0,TP
575,14,1,TP
576,14,2,TP
577,14,3,TP
578,14,4,TP
579,14,5,TP
580,14,6,TP
581,14,7,TP
582,14,8,TP
583,14,9,TP
584,14,10,TP
585,14,11,TP
586,14,12,TP
587,14,13,TP
588,14,14,TP
589,14,15,TP
590,14,16,TP
591,14,17,TP
592,14,18,TP
593,14,19,TP
594,14,20,TP
595,14,21,TP
596,14,22,TP
597,14,23,TP
598,14,24,TP
599,14,25,TP
600,14,26,TP
601,14,27,TP
602,14,28,TP
603,14,29,TP
604,14,30,TP
605,14,31,TP
606,14,32,TP
607,14,33,FN
608,14,34,FN
609,14,35,FN
610,14,36,FN
611,14,37,FN
612,14,38,FN
613,14,39,FN
614,14,40,FN
615,15,0,FP
616,15,1,FP
617,15,2,FP
618,15,3,FP
619,15,4,FP
620,15,5,FP
621,15,6,FP
622,15,7,FP
623,15,8,FP
624,15,9,FP
625,15,10,FP
626,15,11,FP
627,15,12,FP
628,15,13,FP
629,15,14,FP
630,15,15,FP
631,15,16,TN
632,15,17,TN
633,15,18,TN
634,15,19,TN
635,15,20,TN
636,15,21,TN
637,15,22,TN
638,15,23,TN
639,15,24,TN
640,15,25,TN
641,15,26,TN
642,15,27,TN
643,15,28,TN
644,15,29,TN
645,15,30,TN
646,15,31,TN
647,15,32,TN
648,15,33,TN
649,15,34,TN
650,15,35,TN
651,15,36,TN
652,15,37,TN
653,15,38,TN
654,15,39,TN
655,15,40,TN
656,16,0,FP
657,16,1,FP
658,16,2,FP
659,16,3,FP
660,16,4,FP
661,16,5,FP
662,16,6,FP
663,16,7,FP
664,16,8,FP
665,16,9,FP
666,16,10,FP
667,16,11,FP
668,16,12,FP
669,16,13,FP
670,16,14,FP
671,16,15,FP
672,16,16,FP
673,16,17,FP
674,16,18,FP
675,16,19,FP
676,16,20,FP
677,16,21,FP
678,16,22,FP
679,16,23,TN
680,16,24,TN
681,16,25,TN
682,16,26,TN
683,16,27,TN
684,16,28,TN
685,16,29,TN
686,16,30,TN
687,16,31,TN
688,16,32,TN
689,16,33,TN
690,16,34,TN
691,16,35,TN
692,16,36,TN
693,16,37,TN
694,16,38,TN
695,16,39,TN
696,16,40,TN
697,17,0,FP
698,17,1,FP
699,17,2,FP
700,17,3,FP
701,17,4,FP
702,17,5,FP
703,17,6,FP
704,17,7,FP
705,17,8,FP
706,17,9,FP
707,17,10,FP
708,17,11,FP
709,17,12,FP
710,17,13,FP
711,17,14,FP
712,17,15,FP
713,17,16,FP
714,17,17,FP
715,17,18,FP
716,17,19,FP
717,17,20,FP
718,17,21,FP
719,17,22,FP
720,17,23,FP
721,17,24,FP
722,17,25,FP
723,17,26,TN
724,17,27,TN
725,17,28,TN
726,17,29,TN
727,17,30,TN
728,17,31,TN
729,17,32,TN
730,17,33,TN
731,17,34,TN
732,17,35,TN
733,17,36,TN
734,17,37,TN
735,17,38,TN
736,17,39,TN
737,17,40,TN
738,18,0,FP
739,18,1,FP
740,18,2,FP
741,18,3,FP
742,18,4,FP
743,18,5,FP
744,18,6,FP
745,18,7,FP
746,18,8,FP
747,18,9,FP
748,18,10,FP
749,18,11,FP
750,18,12,FP
751,18,13,FP
752,18,14,FP
753,18,15,FP
754,18,16,FP
755,18,17,FP
756,18,18,FP
757,18,19,FP
758,18,20,FP
759,18,21,FP
760,18,22,TN
761,18,23,TN
762,18,24,TN
763,18,25,TN
764,18,26,TN
765,18,27,TN
766,18,28,TN
767,18,29,TN
768,18,30,TN
769,18,31,TN
770,18,32,TN
771,18,33,TN
772,18,34,TN
773,18,35,TN
774,18,36,TN
775,18,37,TN
776,18,38,TN
777,18,39,TN
778,18,40,TN
779,19,0,TP
780,19,1,TP
781,19,2,TP
782,19,3,TP
783,19,4,TP
784,19,5,TP
785,19,6,TP
786,19,7,TP
787,19,8,TP
788,19,9,TP
789,19,10,TP
790,19,11,TP
791,19,12,TP
792,19,13,TP
793,19,14,TP
794,19,15,TP
795,19,16,TP
796,19,17,TP
797,19,18,TP
798,19,19,TP
799,19,20,TP
800,19,21,TP
801,19,22,TP
802,19,23,TP
803,19,24,TP
804,19,25,TP
805,19,26,TP
806,19,27,TP
807,19,28,TP
808,19,29,TP
809,19,30,FN
810,19,31,FN
811,19,32,FN
812,19,33,FN
813,19,34,FN
814,19,35,FN
815,19,36,FN
816,19,37,FN
817,19,38,FN
818,19,39,FN
819,19,40,FN
820,20,0,TP
821,20,1,TP
822,20,2,TP
823,20,3,TP
824,20,4,TP
825,20,5,TP
826,20,6,TP
827,20,7,TP
828,20,8,TP
829,20,9,TP
830,20,10,TP
831,20,11,TP
832,20,12,TP
833,20,13,TP
834,20,14,TP
835,20,15,TP
836,20,16,TP
837,20,17,TP
838,20,18,TP
839,20,19,TP
840,20,20,TP
841,20,21,TP
842,20,22,TP
843,20,23,TP
844,20,24,TP
845,20,25,TP
846,20,26,TP
847,20,27,FN
848,20,28,FN
849,20,29,FN
850,20,30,FN
851,20,31,FN
852,20,32,FN
853,20,33,FN
854,20,34,FN
855,20,35,FN
856,20,36,FN
857,20,37,FN
858,20,38,FN
859,20,39,FN
860,20,40,FN
861,21,0,TP
862,21,1,TP
863,21,2,TP
864,21,3,TP
865,21,4,TP
866,21,5,TP
867,21,6,TP
868,21,7,TP
869,21,8,TP
870,21,9,TP
871,21,10,TP
872,21,11,TP
873,21,12,TP
874,21,13,TP
875,21,14,TP
876,21,15,TP
877,21,16,TP
878,21,17,TP
879,21,18,TP
880,21,19,TP
881,21,20,TP
882,21,21,TP
883,21,22,TP
884,21,23,TP
885,21,24,TP
886,21,25,TP
887,21,26,TP
888,21,27,TP
889,21,28,FN
890,21,29,FN
891,21,30,FN
892,21,31,FN
893,21,32,FN
894,21,33,FN
895,21,34,FN
896,21,35,FN
897,21,36,FN
898,21,37,FN
899,21,38,FN
900,21,39,FN
901,21,40,FN
902,22,0,FP
903,22,1,FP
904,22,2,FP
905,22,3,FP
906,22,4,FP
907,22,5,FP
908,22,6,FP
909,22,7,FP
910,22,8,FP
911,22,9,FP
912,22,10,FP
913,22,11,FP
914,22,12,FP
915,22,13,FP
916,22,14,FP
917,22,15,FP
918,22,16,FP
919,22,17,FP
920,22,18,FP
921,22,19,FP
922,22,20,FP
923,22,21,FP
924,22,22,FP
925,22,23,FP
926,22,24,FP
927,22,25,FP
928,22,26,FP
929,22,27,TN
930,22,28,TN
931,22,29,TN
932,22,30,TN
933,22,31,TN
934,22,32,TN
935,22,33,TN
936,22,34,TN
937,22,35,TN
938,22,36,TN
939,22,37,TN
940,22,38,TN
941,22,39,TN
942,22,40,TN
943,23,0,FP
944,23,1,FP
945,23,2,FP
946,23,3,FP
947,23,4,FP
948,23,5,FP
949,23,6,FP
950,23,7,FP
951,23,8,FP
952,23,9,FP
953,23,10,FP
954,23,11,FP
955,23,12,FP
956,23,13,FP
957,23,14,FP
958,23,15,FP
959,23,16,FP
960,23,17,FP
961,23,18,FP
962,23,19,FP
963,23,20,FP
964,23,21,FP
965,23,22,FP
966,23,23,FP
967,23,24,FP
968,23,25,FP
969,23,26,FP
970,23,27,FP
971,23,28,FP
972,23,29,FP
973,23,30,TN
974,23,31,TN
975,23,32,TN
976,23,33,TN
977,23,34,TN
978,23,35,TN
979,23,36,TN
980,23,37,TN
981,23,38,TN
982,23,39,TN
983,23,40,TN
984,24,0,FP
985,24,1,FP
986,24,2,FP
987,24,3,FP
988,24,4,FP
989,24,5,FP
990,24,6,FP
991,24,7,FP
992,24,8,FP
993,24,9,FP
994,24,10,FP
995,24,11,FP
996,24,12,FP
997,24,13,FP
998,24,14,FP
999,24,15,FP
1000,24,16,FP
1001,24,17,FP
1002,24,18,FP
1003,24,19,TN
1004,24,20,TN
1005,24,21,TN
1006,24,22,TN
1007,24,23,TN
1008,24,24,TN
1009,24,25,TN
1010,24,26,TN
1011,24,27,TN
1012,24,28,TN
1013,24,29,TN
1014,24,30,TN
1015,24,31,TN
1016,24,32,TN
1017,24,33,TN
1018,24,34,TN
1019,24,35,TN
1020,24,36,TN
1021,24,37,TN
1022,24,38,TN
1023,24,39,TN
1024,24,40,TN
1025,25,0,FP
1026,25,1,FP
1027,25,2,FP
1028,25,3,FP
1029,25,4,FP
1030,25,5,FP
1031,25,6,FP
1032,25,7,FP
1033,25,8,FP
1034,25,9,FP
1035,25,10,FP
1036,25,11,FP
1037,25,12,FP
1038,25,13,FP
1039,25,14,FP
1040,25,15,FP
1041,25,16,FP
1042,25,17,FP
1043,25,18,FP
1044,25,19,FP
1045,25,20,FP
1046,25,21,FP
1047,25,22,FP
1048,25,23,FP
1049,25,24,FP
1050,25,25,FP
1051,25,26,FP
1052,25,27,FP
1053,25,28,TN
1054,25,29,TN
1055,25,30,TN
1056,25,31,TN
1057,25,32,TN
1058,25,33,TN
1059,25,34,TN
1060,25,35,TN
1061,25,36,TN
1062,25,37,TN
1063,25,38,TN
1064,25,39,TN
1065,25,40,TN
1066,26,0,TP
1067,26,1,TP
1068,26,2,TP
1069,26,3,TP
1070,26,4,TP
1071,26,5,TP
1072,26,6,TP
1073,26,7,TP
1074,26,8,TP
1075,26,9,TP
1076,26,10,TP
1077,26,11,TP
1078,26,12,TP
1079,26,13,TP
1080,26,14,TP
1081,26,15,TP
1082,26,16,TP
1083,26,17,TP
1084,26,18,TP
1085,26,19,TP
1086,26,20,TP
1087,26,21,TP
1088,26,22,TP
1089,26,23,TP
1090,26,24,TP
1091,26,25,FN
1092,26,26,FN
1093,26,27,FN
1094,26,28,FN
1095,26,29,FN
1096,26,30,FN
1097,26,31,FN
1098,26,32,FN
1099,26,33,FN
1100,26,34,FN
1101,26,35,FN
1102,26,36,FN
1103,26,37,FN
1104,26,38,FN
1105,26,39,FN
1106,26,40,FN
1107,27,0,FP
1108,27,1,FP
1109,27,2,FP
1110,27,3,FP
1111,27,4,FP
1112,27,5,FP
1113,27,6,FP
1114,27,7,FP
1115,27,8,FP
1116,27,9,FP
1117,27,10,FP
1118,27,11,FP
1119,27,12,FP
1120,27,13,FP
1121,27,14,FP
1122,27,15,FP
1123,27,16,TN
1124,27,17,TN
1125,27,18,TN
1126,27,19,TN
1127,27,20,TN
1128,27,21,TN
1129,27,22,TN
1130,27,23,TN
1131,27,24,TN
1132,27,25,TN
1133,27,26,TN
1134,27,27,TN
1135,27,28,TN
1136,27,29,TN
1137,27,30,TN
1138,27,31,TN
1139,27,32,TN
1140,27,33,TN
1141,27,34,TN
1142,27,35,TN
1143,27,36,TN
1144,27,37,TN
1145,27,38,TN
1146,27,39,TN
1147,27,40,TN
1148,28,0,FP
1149,28,1,FP
1150,28,2,FP
1151,28,3,FP
1152,28,4,FP
1153,28,5,FP
1154,28,6,FP
1155,28,7,FP
1156,28,8,FP
1157,28,9,FP
1158,28,10,FP
1159,28,11,FP
1160,28,12,FP
1161,28,13,FP
1162,28,14,FP
1163,28,15,FP
1164,28,16,FP
1165,28,17,FP
1166,28,18,FP
1167,28,19,FP
1168,28,20,FP
1169,28,21,FP
1170,28,22,FP
1171,28,23,FP
1172,28,24,FP
1173,28,25,FP
1174,28,26,FP
1175,28,27,TN
1176,28,28,TN
1177,28,29,TN
1178,28,30,TN
1179,28,31,TN
1180,28,32,TN
1181,28,33,TN
1182,28,34,TN
1183,28,35,TN
1184,28,36,TN
1185,28,37,TN
1186,28,38,TN
1187,28,39,TN
1188,28,40,TN
1189,29,0,FP
1190,29,1,FP
1191,29,2,FP
1192,29,3,FP
1193,29,4,FP
1194,29,5,FP
1195,29,6,FP
1196,29,7,FP
1197,29,8,FP
1198,29,9,FP
1199,29,10,FP
1200,29,11,FP
1201,29,12,FP
1202,29,13,FP
1203,29,14,FP
1204,29,15,FP
1205,29,16,FP
1206,29,17,FP
1207,29,18,FP
1208,29,19,FP
1209,29,20,FP
1210,29,21,TN
1211,29,22,TN
1212,29,23,TN
1213,29,24,TN
1214,29,25,TN
1215,29,26,TN
1216,29,27,TN
1217,29,28,TN
1218,29,29,TN
1219,29,30,TN
1220,29,31,TN
1221,29,32,TN
1222,29,33,TN
1223,29,34,TN
1224,29,35,TN
1225,29,36,TN
1226,29,37,TN
1227,29,38,TN
1228,29,39,TN
1229,29,40,TN
1230,30,0,FP
1231,30,1,FP
1232,30,2,FP
1233,30,3,FP
1234,30,4,FP
1235,30,5,FP
1236,30,6,FP
1237,30,7,FP
1238,30,8,FP
1239,30,9,FP
1240,30,10,TN
1241,30,11,TN
1242,30,12,TN
1243,30,13,TN
1244,30,14,TN
1245,30,15,TN
1246,30,16,TN
1247,30,17,TN
1248,30,18,TN
1249,30,19,TN
1250,30,20,TN
1251,30,21,TN
1252,30,22,TN
1253,30,23,TN
1254,30,24,TN
1255,30,25,TN
1256,30,26,TN
1257,30,27,TN
1258,30,28,TN
1259,30,29,TN
1260,30,30,TN
1261,30,31,TN
1262,30,32,TN
1263,30,33,TN
1264,30,34,TN
1265,30,35,TN
1266,30,36,TN
1267,30,37,TN
1268,30,38,TN
1269,30,39,TN
1270,30,40,TN
1271,31,0,FP
1272,31,1,FP
1273,31,2,FP
1274,31,3,FP
1275,31,4,FP
1276,31,5,FP
1277,31,6,FP
1278,31,7,FP
1279,31,8,FP
1280,31,9,FP
1281,31,10,FP
1282,31,11,FP
1283,31,12,FP
1284,31,13,FP
1285,31,14,FP
1286,31,15,FP
1287,31,16,FP
1288,31,17,FP
1289,31,18,FP
1290,31,19,FP
1291,31,20,FP
1292,31,21,FP
1293,31,22,FP
1294,31,23,FP
1295,31,24,FP
1296,31,25,FP
1297,31,26,TN
1298,31,27,TN
1299,31,28,TN
1300,31,29,TN
1301,31,30,TN
1302,31,31,TN
1303,31,32,TN
1304,31,33,TN
1305,31,34,TN
1306,31,35,TN
1307,31,36,TN
1308,31,37,TN
1309,31,38,TN
1310,31,39,TN
1311,31,40,TN
1312,32,0,FP
1313,32,1,FP
1314,32,2,FP
1315,32,3,FP
1316,32,4,FP
1317,32,5,FP
1318,32,6,FP
1319,32,7,FP
1320,32,8,FP
1321,32,9,FP
1322,32,10,FP
1323,32,11,FP
1324,32,12,FP
1325,32,13,FP
1326,32,14,FP
1327,32,15,TN
1328,32,16,TN
1329,32,17,TN
1330,32,18,TN
1331,32,19,TN
1332,32,20,TN
1333,32,21,TN
1334,32,22,TN
1335,32,23,TN
1336,32,24,TN
1337,32,25,TN
1338,32,26,TN
1339,32,27,TN
1340,32,28,TN
1341,32,29,TN
1342,32,30,TN
1343,32,31,TN
1344,32,32,TN
1345,32,33,TN
1346,32,34,TN
1347,32,35,TN
1348,32,36,TN
1349,32,37,TN
1350,32,38,TN
1351,32,39,TN
1352,32,40,TN
1353,33,0,FP
1354,33,1,FP
1355,33,2,FP
1356,33,3,FP
1357,33,4,FP
1358,33,5,FP
1359,33,6,FP
1360,33,7,FP
1361,33,8,FP
1362,33,9,FP
1363,33,10,FP
1364,33,11,FP
1365,33,12,FP
1366,33,13,TN
1367,33,14,TN
1368,33,15,TN
1369,33,16,TN
1370,33,17,TN
1371,33,18,TN
1372,33,19,TN
1373,33,20,TN
1374,33,21,TN
1375,33,22,TN
1376,33,23,TN
1377,33,24,TN
1378,33,25,TN
1379,33,26,TN
1380,33,27,TN
1381,33,28,TN
1382,33,29,TN
1383,33,30,TN
1384,33,31,TN
1385,33,32,TN
1386,33,33,TN
1387,33,34,TN
1388,33,35,TN
1389,33,36,TN
1390,33,37,TN
1391,33,38,TN
1392,33,39,TN
1393,33,40,TN
1394,34,0,FP
1395,34,1,FP
1396,34,2,FP
1397,34,3,FP
1398,34,4,FP
1399,34,5,TN
1400,34,6,TN
1401,34,7,TN
1402,34,8,TN
1403,34,9,TN
1404,34,10,TN
1405,34,11,TN
1406,34,12,TN
1407,34,13,TN
1408,34,14,TN
1409,34,15,TN
1410,34,16,TN
1411,34,17,TN
1412,34,18,TN
1413,34,19,TN
1414,34,20,TN
1415,34,21,TN
1416,34,22,TN
1417,34,23,TN
1418,34,24,TN
1419,34,25,TN
1420,34,26,TN
1421,34,27,TN
1422,34,28,TN
1423,34,29,TN
1424,34,30,TN
1425,34,31,TN
1426,34,32,TN
1427,34,33,TN
1428,34,34,TN
1429,34,35,TN
1430,34,36,TN
1431,34,37,TN
1432,34,38,TN
1433,34,39,TN
1434,34,40,TN
1435,35,0,TP
1436,35,1,TP
1437,35,2,TP
1438,35,3,TP
1439,35,4,TP
1440,35,5,TP
1441,35,6,TP
1442,35,7,TP
1443,35,8,TP
1444,35,9,TP
1445,35,10,TP
1446,35,11,TP
1447,35,12,TP
1448,35,13,TP
1449,35,14,TP
1450,35,15,TP
1451,35,16,TP
1452,35,17,TP
1453,35,18,TP
1454,35,19,TP
1455,35,20,TP
1456,35,21,TP
1457,35,22,TP
1458,35,23,TP
1459,35,24,TP
1460,35,25,TP
1461,35,26,TP
1462,35,27,TP
1463,35,28,TP
1464,35,29,TP
1465,35,30,TP
1466,35,31,TP
1467,35,32,TP
1468,35,33,TP
1469,35,34,TP
1470,35,35,FN
1471,35,36,FN
1472,35,37,FN
1473,35,38,FN
1474,35,39,FN
1475,35,40,FN
1476,36,0,TP
1477,36,1,TP
1478,36,2,TP
1479,36,3,TP
1480,36,4,TP
1481,36,5,TP
1482,36,6,TP
1483,36,7,TP
1484,36,8,TP
1485,36,9,TP
1486,36,10,TP
1487,36,11,TP
1488,36,12,TP
1489,36,13,TP
1490,36,14,TP
1491,36,15,TP
1492,36,16,TP
1493,36,17,TP
1494,36,18,TP
1495,36,19,TP
1496,36,20,TP
1497,36,21,TP
