,i,g,status
110,4,14,TN
111,4,15,TN
112,4,16,TN
113,4,17,TN
114,4,18,TN
115,4,19,TN
116,4,20,TN
117,4,21,TN
118,4,22,TN
119,4,23,TN
120,5,0,FP
121,5,1,FP
122,5,2,FP
123,5,3,TN
124,5,4,TN
125,5,5,TN
126,5,6,TN
127,5,7,TN
128,5,8,TN
129,5,9,TN
130,5,10,TN
131,5,11,TN
132,5,12,TN
133,5,13,TN
134,5,14,TN
135,5,15,TN
136,5,16,TN
137,5,17,TN
138,5,18,TN
139,5,19,TN
140,5,20,TN
141,5,21,TN
142,5,22,TN
143,5,23,TN
144,6,0,FP
145,6,1,FP
146,6,2,TN
147,6,3,TN
148,6,4,TN
149,6,5,TN
150,6,6,TN
151,6,7,TN
152,6,8,TN
153,6,9,TN
154,6,10,TN
155,6,11,TN
156,6,12,TN
157,6,13,TN
158,6,14,TN
159,6,15,TN
160,6,16,TN
161,6,17,TN
162,6,18,TN
163,6,19,TN
164,6,20,TN
165,6,21,TN
166,6,22,TN
167,6,23,TN
168,7,0,FP
169,7,1,FP
170,7,2,TN
171,7,3,TN
172,7,4,TN
173,7,5,TN
174,7,6,TN
175,7,7,TN
176,7,8,TN
177,7,9,TN
178,7,10,TN
179,7,11,TN
180,7,12,TN
181,7,13,TN
182,7,14,TN
183,7,15,TN
184,7,16,TN
185,7,17,TN
186,7,18,TN
187,7,19,TN
188,7,20,TN
189,7,21,TN
190,7,22,TN
191,7,23,TN
192,8,0,FP
193,8,1,FP
194,8,2,FP
195,8,3,TN
196,8,4,TN
197,8,5,TN
198,8,6,TN
199,8,7,TN
200,8,8,TN
201,8,9,TN
202,8,10,TN
203,8,11,TN
204,8,12,TN
205,8,13,TN
206,8,14,TN
207,8,15,TN
208,8,16,TN
209,8,17,TN
210,8,18,TN
211,8,19,TN
212,8,20,TN
213,8,21,TN
214,8,22,TN
215,8,23,TN
216,9,0,FP
217,9,1,FP
218,9,2,FP
219,9,3,TN
220,9,4,TN
221,9,5,TN
222,9,6,TN
223,9,7,TN
224,9,8,TN
225,9,9,TN
226,9,10,TN
227,9,11,TN
228,9,12,TN
229,9,13,TN
230,9,14,TN
231,9,15,TN
232,9,16,TN
233,9,17,TN
234,9,18,TN
235,9,19,TN
236,9,20,TN
237,9,21,TN
238,9,22,TN
239,9,23,TN
240,10,0,FP
241,10,1,FP
242,10,2,TN
243,10,3,TN
244,10,4,TN
245,10,5,TN
246,10,6,TN
247,10,7,TN
248,10,8,TN
249,10,9,TN
250,10,10,TN
251,10,11,TN
252,10,12,TN
253,10,13,TN
254,10,14,TN
255,10,15,TN
256,10,16,TN
257,10,17,TN
258,10,18,TN
259,10,19,TN
260,10,20,TN
261,10,21,TN
262,10,22,TN
263,10,23,TN
264,11,0,FP
265,11,1,FP
266,11,2,TN
267,11,3,TN
268,11,4,TN
269,11,5,TN
270,11,6,TN
271,11,7,TN
272,11,8,TN
273,11,9,TN
274,11,10,TN
275,11,11,TN
276,11,12,TN
277,11,13,TN
278,11,14,TN
279,11,15,TN
280,11,16,TN
281,11,17,TN
282,11,18,TN
283,11,19,TN
284,11,20,TN
285,11,21,TN
286,11,22,TN
287,11,23,TN
288,12,0,TP
289,12,1,TP
290,12,2,TP
291,12,3,TP
292,12,4,TP
293,12,5,TP
294,12,6,TP
295,12,7,TP
296,12,8,TP
297,12,9,TP
298,12,10,TP
299,12,11,TP
300,12,12,TP
301,12,13,TP
302,12,14,TP
303,12,15,TP
304,12,16,TP
305,12,17,TP
306,12,18,TP
307,12,19,TP
308,12,20,FN
309,12,21,FN
310,12,22,FN
311,12,23,FN
312,13,0,FP
313,13,1,FP
314,13,2,FP
315,13,3,TN
316,13,4,TN
317,13,5,TN
318,13,6,TN
319,13,7,TN
320,13,8,TN
321,13,9,TN
322,13,10,TN
323,13,11,TN
324,13,12,TN
325,13,13,TN
326,13,14,TN
327,13,15,TN
328,13,16,TN
329,13,17,TN
330,13,18,TN
331,13,19,TN
332,13,20,TN
333,13,21,TN
334,13,22,TN
335,13,23,TN
336,14,0,FP
337,14,1,FP
338,14,2,TN
339,14,3,TN
340,14,4,TN
341,14,5,TN
342,14,6,TN
343,14,7,TN
344,14,8,TN
345,14,9,TN
346,14,10,TN
347,14,11,TN
348,14,12,TN
349,14,13,TN
350,14,14,TN
351,14,15,TN
352,14,16,TN
353,14,17,TN
354,14,18,TN
355,14,19,TN
356,14,20,TN
357,14,21,TN
358,14,22,TN
359,14,23,TN
360,15,0,FP
361,15,1,FP
362,15,2,TN
363,15,3,TN
364,15,4,TN
365,15,5,TN
366,15,6,TN
367,15,7,TN
368,15,8,TN
369,15,9,TN
370,15,10,TN
371,15,11,TN
372,15,12,TN
373,15,13,TN
374,15,14,TN
375,15,15,TN
376,15,16,TN
377,15,17,TN
378,15,18,TN
379,15,19,TN
380,15,20,TN
381,15,21,TN
382,15,22,TN
383,15,23,TN
384,16,0,FP
385,16,1,FP
386,16,2,FP
387,16,3,TN
388,16,4,TN
389,16,5,TN
390,16,6,TN
391,16,7,TN
392,16,8,TN
393,16,9,TN
394,16,10,TN
395,16,11,TN
396,16,12,TN
397,16,13,TN
398,16,14,TN
399,16,15,TN
400,16,16,TN
401,16,17,TN
402,16,18,TN
403,16,19,TN
404,16,20,TN
405,16,21,TN
406,16,22,TN
407,16,23,TN
408,17,0,FP
409,17,1,FP
410,17,2,FP
411,17,3,TN
412,17,4,TN
413,17,5,TN
414,17,6,TN
415,17,7,TN
416,17,8,TN
417,17,9,TN
418,17,10,TN
419,17,11,TN
420,17,12,TN
421,17,13,TN
422,17,14,TN
423,17,15,TN
424,17,16,TN
425,17,17,TN
426,17,18,TN
427,17,19,TN
428,17,20,TN
429,17,21,TN
430,17,22,TN
431,17,23,TN
432,18,0,FP
433,18,1,FP
434,18,2,FP
435,18,3,TN
436,18,4,TN
437,18,5,TN
438,18,6,TN
439,18,7,TN
440,18,8,TN
441,18,9,TN
442,18,10,TN
443,18,11,TN
444,18,12,TN
445,18,13,TN
446,18,14,TN
447,18,15,TN
448,18,16,TN
449,18,17,TN
450,18,18,TN
451,18,19,TN
452,18,20,TN
453,18,21,TN
454,18,22,TN
455,18,23,TN
456,19,0,FP
457,19,1,FP
458,19,2,FP
459,19,3,TN
460,19,4,TN
461,19,5,TN
462,19,6,TN
463,19,7,TN
464,19,8,TN
465,19,9,TN
466,19,10,TN
467,19,11,TN
468,19,12,TN
469,19,13,TN
470,19,14,TN
471,19,15,TN
472,19,16,TN
473,19,17,TN
474,19,18,TN
475,19,19,TN
476,19,20,TN
477,19,21,TN
478,19,22,TN
479,19,23,TN
480,20,0,FP
481,20,1,FP
482,20,2,TN
483,20,3,TN
484,20,4,TN
485,20,5,TN
486,20,6,TN
487,20,7,TN
488,20,8,TN
489,20,9,TN
490,20,10,TN
491,20,11,TN
492,20,12,TN
493,20,13,TN
494,20,14,TN
495,20,15,TN
496,20,16,TN
497,20,17,TN
498,20,18,TN
499,20,19,TN
500,20,20,TN
501,20,21,TN
502,20,22,TN
503,20,23,TN
504,21,0,FP
505,21,1,FP
506,21,2,FP
507,21,3,TN
508,21,4,TN
509,21,5,TN
510,21,6,TN
511,21,7,TN
512,21,8,TN
513,21,9,TN
514,21,10,TN
515,21,11,TN
516,21,12,TN
517,21,13,TN
518,21,14,TN
519,21,15,TN
520,21,16,TN
521,21,17,TN
522,21,18,TN
523,21,19,TN
524,21,20,TN
525,21,21,TN
526,21,22,TN
527,21,23,TN
528,22,0,FP
529,22,1,FP
530,22,2,TN
531,22,3,TN
532,22,4,TN
533,22,5,TN
534,22,6,TN
535,22,7,TN
536,22,8,TN
537,22,9,TN
538,22,10,TN
539,22,11,TN
540,22,12,TN
541,22,13,TN
542,22,14,TN
543,22,15,TN
544,22,16,TN
545,22,17,TN
546,22,18,TN
547,22,19,TN
548,22,20,TN
549,22,21,TN
550,22,22,TN
551,22,23,TN
552,23,0,FP
553,23,1,FP
554,23,2,TN
555,23,3,TN
556,23,4,TN
557,23,5,TN
558,23,6,TN
559,23,7,TN
560,23,8,TN
561,23,9,TN
562,23,10,TN
563,23,11,TN
564,23,12,TN
565,23,13,TN
566,23,14,TN
567,23,15,TN
568,23,16,TN
569,23,17,TN
570,23,18,TN
571,23,19,TN
572,23,20,TN
573,23,21,TN
574,23,22,TN
575,23,23,TN
576,24,0,FP
577,24,1,FP
578,24,2,FP
579,24,3,TN
580,24,4,TN
581,24,5,TN
582,24,6,TN
583,24,7,TN
584,24,8,TN
585,24,9,TN
586,24,10,TN
587,24,11,TN
588,24,12,TN
589,24,13,TN
590,24,14,TN
591,24,15,TN
592,24,16,TN
593,24,17,TN
594,24,18,TN
595,24,19,TN
596,24,20,TN
597,24,21,TN
598,24,22,TN
599,24,23,TN
600,25,0,FP
601,25,1,FP
602,25,2,TN
603,25,3,TN
604,25,4,TN
605,25,5,TN
606,25,6,TN
607,25,7,TN
608,25,8,TN
609,25,9,TN
610,25,10,TN
611,25,11,TN
612,25,12,TN
613,25,13,TN
614,25,14,TN
615,25,15,TN
616,25,16,TN
617,25,17,TN
618,25,18,TN
619,25,19,TN
620,25,20,TN
621,25,21,TN
622,25,22,TN
623,25,23,TN
624,26,0,TP
625,26,1,TP
626,26,2,TP
627,26,3,TP
628,26,4,TP
629,26,5,TP
630,26,6,TP
631,26,7,TP
632,26,8,TP
633,26,9,FN
634,26,10,FN
635,26,11,FN
636,26,12,FN
637,26,13,FN
638,26,14,FN
639,26,15,FN
640,26,16,FN
641,26,17,FN
642,26,18,FN
643,26,19,FN
644,26,20,FN
645,26,21,FN
646,26,22,FN
647,26,23,FN
648,27,0,FP
649,27,1,FP
650,27,2,FP
651,27,3,TN
652,27,4,TN
653,27,5,TN
654,27,6,TN
655,27,7,TN
656,27,8,TN
657,27,9,TN
658,27,10,TN
659,27,11,TN
660,27,12,TN
661,27,13,TN
662,27,14,TN
663,27,15,TN
664,27,16,TN
665,27,17,TN
666,27,18,TN
667,27,19,TN
668,27,20,TN
669,27,21,TN
670,27,22,TN
671,27,23,TN
672,28,0,TP
673,28,1,TP
674,28,2,TP
675,28,3,TP
676,28,4,TP
677,28,5,TP
678,28,6,TP
679,28,7,TP
680,28,8,TP
681,28,9,TP
682,28,10,TP
683,28,11,TP
684,28,12,TP
685,28,13,TP
686,28,14,TP
687,28,15,TP
688,28,16,TP
689,28,17,TP
690,28,18,TP
691,28,19,TP
692,28,20,FN
693,28,21,FN
694,28,22,FN
695,28,23,FN
696,29,0,FP
697,29,1,FP
698,29,2,TN
699,29,3,TN
700,29,4,TN
701,29,5,TN
702,29,6,TN
703,29,7,TN
704,29,8,TN
705,29,9,TN
706,29,10,TN
707,29,11,TN
708,29,12,TN
709,29,13,TN
710,29,14,TN
711,29,15,TN
712,29,16,TN
713,29,17,TN
714,29,18,TN
715,29,19,TN
716,29,20,TN
717,29,21,TN
718,29,22,TN
719,29,23,TN
720,30,0,FP
721,30,1,FP
722,30,2,FP
723,30,3,TN
724,30,4,TN
725,30,5,TN
726,30,6,TN
727,30,7,TN
728,30,8,TN
729,30,9,TN
730,30,10,TN
731,30,11,TN
732,30,12,TN
733,30,13,TN
734,30,14,TN
735,30,15,TN
736,30,16,TN
737,30,17,TN
738,30,18,TN
739,30,19,TN
740,30,20,TN
741,30,21,TN
742,30,22,TN
743,30,23,TN
744,31,0,FP
745,31,1,FP
746,31,2,TN
747,31,3,TN
748,31,4,TN
749,31,5,TN
750,31,6,TN
751,31,7,TN
752,31,8,TN
753,31,9,TN
754,31,10,TN
755,31,11,TN
756,31,12,TN
757,31,13,TN
758,31,14,TN
759,31,15,TN
760,31,16,TN
761,31,17,TN
762,31,18,TN
763,31,19,TN
764,31,20,TN
765,31,21,TN
766,31,22,TN
767,31,23,TN
768,32,0,FP
769,32,1,FP
770,32,2,FP
771,32,3,TN
772,32,4,TN
773,32,5,TN
774,32,6,TN
775,32,7,TN
776,32,8,TN
777,32,9,TN
778,32,10,TN
779,32,11,TN
780,32,12,TN
781,32,13,TN
782,32,14,TN
783,32,15,TN
784,32,16,TN
785,32,17,TN
786,32,18,TN
787,32,19,TN
788,32,20,TN
789,32,21,TN
790,32,22,TN
791,32,23,TN
792,33,0,FP
793,33,1,FP
794,33,2,FP
795,33,3,TN
796,33,4,TN
797,33,5,TN
798,33,6,TN
799,33,7,TN
800,33,8,TN
801,33,9,TN
802,33,10,TN
803,33,11,TN
804,33,12,TN
805,33,13,TN
806,33,14,TN
807,33,15,TN
808,33,16,TN
809,33,17,TN
810,33,18,TN
811,33,19,TN
812,33,20,TN
813,33,21,TN
814,33,22,TN
815,33,23,TN
816,34,0,FP
817,34,1,FP
818,34,2,FP
819,34,3,TN
820,34,4,TN
821,34,5,TN
822,34,6,TN
823,34,7,TN
824,34,8,TN
825,34,9,TN
826,34,10,TN
827,34,11,TN
828,34,12,TN
829,34,13,TN
830,34,14,TN
831,34,15,TN
832,34,16,TN
833,34,17,TN
834,34,18,TN
835,34,19,TN
836,34,20,TN
837,34,21,TN
838,34,22,TN
839,34,23,TN
840,35,0,FP
841,35,1,FP
842,35,2,FP
843,35,3,TN
844,35,4,TN
845,35,5,TN
846,35,6,TN
847,35,7,TN
848,35,8,TN
849,35,9,TN
850,35,10,TN
851,35,11,TN
852,35,12,TN
853,35,13,TN
854,35,14,TN
855,35,15,TN
856,35,16,TN
857,35,17,TN
858,35,18,TN
859,35,19,TN
860,35,20,TN
861,35,21,TN
862,35,22,TN
863,35,23,TN
864,36,0,FP
865,36,1,FP
866,36,2,FP
867,36,3,TN
868,36,4,TN
869,36,5,TN
870,36,6,TN
871,36,7,TN
872,36,8,TN
873,36,9,TN
874,36,10,TN
875,36,11,TN
876,36,12,TN
877,36,13,TN
878,36,14,TN
879,36,15,TN
880,36,16,TN
881,36,17,TN
882,36,18,TN
883,36,19,TN
884,36,20,TN
885,36,21,TN
886,36,22,TN
887,36,23,TN
888,37,0,FP
889,37,1,FP
890,37,2,FP
891,37,3,TN
892,37,4,TN
893,37,5,TN
894,37,6,TN
895,37,7,TN
896,37,8,TN
897,37,9,TN
898,37,10,TN
899,37,11,TN
900,37,12,TN
901,37,13,TN
902,37,14,TN
903,37,15,TN
904,37,16,TN
905,37,17,TN
906,37,18,TN
907,37,19,TN
908,37,20,TN
909,37,21,TN
910,37,22,TN
911,37,23,TN
912,38,0,FP
913,38,1,FP
914,38,2,FP
915,38,3,TN
916,38,4,TN
917,38,5,TN
918,38,6,TN
919,38,7,TN
920,38,8,TN
921,38,9,TN
922,38,10,TN
923,38,11,TN
924,38,12,TN
925,38,13,TN
926,38,14,TN
927,38,15,TN
928,38,16,TN
929,38,17,TN
930,38,18,TN
931,38,19,TN
932,38,20,TN
933,38,21,TN
934,38,22,TN
935,38,23,TN
936,39,0,FP
937,39,1,FP
938,39,2,FP
939,39,3,TN
940,39,4,TN
941,39,5,TN
942,39,6,TN
943,39,7,TN
944,39,8,TN
945,39,9,TN
946,39,10,TN
947,39,11,TN
948,39,12,TN
949,39,13,TN
950,39,14,TN
951,39,15,TN
952,39,16,TN
953,39,17,TN
954,39,18,TN
955,39,19,TN
956,39,20,TN
957,39,21,TN
958,39,22,TN
959,39,23,TN
960,40,0,FP
961,40,1,FP
962,40,2,FP
963,40,3,TN
964,40,4,TN
965,40,5,TN
966,40,6,TN
967,40,7,TN
968,40,8,TN
969,40,9,TN
970,40,10,TN
971,40,11,TN
972,40,12,TN
973,40,13,TN
974,40,14,TN
975,40,15,TN
976,40,16,TN
977,40,17,TN
978,40,18,TN
979,40,19,TN
980,40,20,TN
981,40,21,TN
982,40,22,TN
983,40,23,TN
984,41,0,FP
985,41,1,FP
986,41,2,TN
987,41,3,TN
988,41,4,TN
989,41,5,TN
990,41,6,TN
991,41,7,TN
992,41,8,TN
993,41,9,TN
994,41,10,TN
995,41,11,TN
996,41,12,TN
997,41,13,TN
998,41,14,TN
999,41,15,TN
1000,41,16,TN
1001,41,17,TN
1002,41,18,TN
1003,41,19,TN
1004,41,20,TN
1005,41,21,TN
1006,41,22,TN
1007,41,23,TN
1008,42,0,FP
1009,42,1,FP
1010,42,2,TN
1011,42,3,TN
1012,42,4,TN
1013,42,5,TN
1014,42,6,TN
1015,42,7,TN
1016,42,8,TN
1017,42,9,TN
1018,42,10,TN
1019,42,11,TN
1020,42,12,TN
1021,42,13,TN
1022,42,14,TN
1023,42,15,TN
1024,42,16,TN
1025,42,17,TN
1026,42,18,TN
1027,42,19,TN
1028,42,20,TN
1029,42,21,TN
1030,42,22,TN
1031,42,23,TN
1032,43,0,FP
1033,43,1,FP
1034,43,2,FP
1035,43,3,TN
1036,43,4,TN
1037,43,5,TN
1038,43,6,TN
1039,43,7,TN
1040,43,8,TN
1041,43,9,TN
1042,43,10,TN
1043,43,11,TN
1044,43,12,TN
1045,43,13,TN
1046,43,14,TN
1047,43,15,TN
1048,43,16,TN
1049,43,17,TN
1050,43,18,TN
1051,43,19,TN
1052,43,20,TN
1053,43,21,TN
1054,43,22,TN
1055,43,23,TN
1056,44,0,TP
1057,44,1,TP
1058,44,2,TP
1059,44,3,TP
1060,44,4,TP
1061,44,5,TP
1062,44,6,TP
1063,44,7,TP
1064,44,8,TP
1065,44,9,TP
1066,44,10,TP
1067,44,11,TP
1068,44,12,TP
1069,44,13,TP
1070,44,14,TP
1071,44,15,TP
1072,44,16,TP
1073,44,17,TP
1074,44,18,TP
1075,44,19,TP
1076,44,20,FN
1077,44,21,FN
1078,44,22,FN
1079,44,23,FN
1080,45,0,FP
1081,45,1,FP
1082,45,2,FP
1083,45,3,TN
1084,45,4,TN
1085,45,5,TN
1086,45,6,TN
1087,45,7,TN
1088,45,8,TN
1089,45,9,TN
1090,45,10,TN
1091,45,11,TN
1092,45,12,TN
1093,45,13,TN
1094,45,14,TN
1095,45,15,TN
1096,45,16,TN
1097,45,17,TN
1098,45,18,TN
1099,45,19,TN
1100,45,20,TN
1101,45,21,TN
1102,45,22,TN
1103,45,23,TN
1104,46,0,TP
1105,46,1,TP
1106,46,2,TP
1107,46,3,TP
1108,46,4,TP
1109,46,5,TP
1110,46,6,FN
1111,46,7,FN
1112,46,8,FN
1113,46,9,FN
1114,46,10,FN
1115,46,11,FN
1116,46,12,FN
1117,46,13,FN
1118,46,14,FN
1119,46,15,FN
1120,46,16,FN
1121,46,17,FN
1122,46,18,FN
1123,46,19,FN
1124,46,20,FN
1125,46,21,FN
1126,46,22,FN
1127,46,23,FN
1128,47,0,FP
1129,47,1,FP
1130,47,2,TN
1131,47,3,TN
1132,47,4,TN
1133,47,5,TN
1134,47,6,TN
1135,47,7,TN
1136,47,8,TN
1137,47,9,TN
1138,47,10,TN
1139,47,11,TN
1140,47,12,TN
1141,47,13,TN
1142,47,14,TN
1143,47,15,TN
1144,47,16,TN
1145,47,17,TN
1146,47,18,TN
1147,47,19,TN
1148,47,20,TN
1149,47,21,TN
1150,47,22,TN
1151,47,23,TN
1152,48,0,TP
1153,48,1,TP
1154,48,2,TP
1155,48,3,TP
1156,48,4,TP
1157,48,5,TP
1158,48,6,FN
1159,48,7,FN
1160,48,8,FN
1161,48,9,FN
1162,48,10,FN
1163,48,11,FN
1164,48,12,FN
1165,48,13,FN
1166,48,14,FN
1167,48,15,FN
1168,48,16,FN
1169,48,17,FN
1170,48,18,FN
1171,48,19,FN
1172,48,20,FN
1173,48,21,FN
1174,48,22,FN
1175,48,23,FN
1176,49,0,FP
1177,49,1,FP
1178,49,2,TN
1179,49,3,TN
1180,49,4,TN
1181,49,5,TN
1182,49,6,TN
1183,49,7,TN
1184,49,8,TN
1185,49,9,TN
1186,49,10,TN
1187,49,11,TN
1188,49,12,TN
1189,49,13,TN
1190,49,14,TN
1191,49,15,TN
1192,49,16,TN
1193,49,17,TN
1194,49,18,TN
1195,49,19,TN
1196,49,20,TN
1197,49,21,TN
1198,49,22,TN
1199,49,23,TN
1200,50,0,TP
1201,50,1,TP
1202,50,2,TP
1203,50,3,TP
1204,50,4,TP
1205,50,5,TP
1206,50,6,TP
1207,50,7,TP
1208,50,8,FN
1209,50,9,FN
1210,50,10,FN
1211,50,11,FN
1212,50,12,FN
1213,50,13,FN
1214,50,14,FN
1215,50,15,FN
1216,50,16,FN
1217,50,17,FN
1218,50,18,FN
1219,50,19,FN
1220,50,20,FN
1221,50,21,FN
1222,50,22,FN
1223,50,23,FN
1224,51,0,FP
1225,51,1,FP
1226,51,2,TN
1227,51,3,TN
1228,51,4,TN
1229,51,5,TN
1230,51,6,TN
1231,51,7,TN
1232,51,8,TN
1233,51,9,TN
1234,51,10,TN
1235,51,11,TN
1236,51,12,TN
1237,51,13,TN
1238,51,14,TN
1239,51,15,TN
1240,51,16,TN
1241,51,17,TN
1242,51,18,TN
1243,51,19,TN
1244,51,20,TN
1245,51,21,TN
1246,51,22,TN
1247,51,23,TN
1248,52,0,FP
1249,52,1,FP
1250,52,2,TN
1251,52,3,TN
1252,52,4,TN
1253,52,5,TN
1254,52,6,TN
1255,52,7,TN
1256,52,8,TN
1257,52,9,TN
1258,52,10,TN
1259,52,11,TN
1260,52,12,TN
1261,52,13,TN
1262,52,14,TN
1263,52,15,TN
1264,52,16,TN
1265,52,17,TN
1266,52,18,TN
1267,52,19,TN
1268,52,20,TN
1269,52,21,TN
1270,52,22,TN
1271,52,23,TN
1272,53,0,FP
1273,53,1,FP
1274,53,2,TN
1275,53,3,TN
1276,53,4,TN
1277,53,5,TN
1278,53,6,TN
1279,53,7,TN
1280,53,8,TN
1281,53,9,TN
1282,53,10,TN
1283,53,11,TN
1284,53,12,TN
1285,53,13,TN
1286,53,14,TN
1287,53,15,TN
1288,53,16,TN
1289,53,17,TN
1290,53,18,TN
1291,53,19,TN
1292,53,20,TN
1293,53,21,TN
1294,53,22,TN
1295,53,23,TN
1296,54,0,TP
1297,54,1,TP
1298,54,2,TP
1299,54,3,TP
1300,54,4,TP
1301,54,5,TP
1302,54,6,TP
1303,54,7,TP
1304,54,8,TP
1305,54,9,TP
1306,54,10,TP
1307,54,11,TP
1308,54,12,TP
1309,54,13,TP
1310,54,14,TP
1311,54,15,TP
1312,54,16,TP
1313,54,17,FN
1314,54,18,FN
1315,54,19,FN
1316,54,20,FN
1317,54,21,FN
1318,54,22,FN
1319,54,23,FN
1320,55,0,FP
1321,55,1,FP
1322,55,2,TN
1323,55,3,TN
1324,55,4,TN
1325,55,5,TN
1326,55,6,TN
1327,55,7,TN
1328,55,8,TN
1329,55,9,TN
1330,55,10,TN
1331,55,11,TN
1332,55,12,TN
1333,55,13,TN
1334,55,14,TN
1335,55,15,TN
1336,55,16,TN
1337,55,17,TN
1338,55,18,TN
1339,55,19,TN
1340,55,20,TN
1341,55,21,TN
1342,55,22,TN
1343,55,23,TN
1344,56,0,FP
1345,56,1,FP
1346,56,2,TN
1347,56,3,TN
1348,56,4,TN
1349,56,5,TN
1350,56,6,TN
1351,56,7,TN
1352,56,8,TN
1353,56,9,TN
1354,56,10,TN
1355,56,11,TN
1356,56,12,TN
1357,56,13,TN
1358,56,14,TN
1359,56,15,TN
1360,56,16,TN
1361,56,17,TN
1362,56,18,TN
1363,56,19,TN
1364,56,20,TN
1365,56,21,TN
1366,56,22,TN
1367,56,23,TN
1368,57,0,FP
1369,57,1,FP
1370,57,2,FP
1371,57,3,TN
1372,57,4,TN
1373,57,5,TN
1374,57,6,TN
1375,57,7,TN
1376,57,8,TN
1377,57,9,TN
1378,57,10,TN
1379,57,11,TN
1380,57,12,TN
1381,57,13,TN
1382,57,14,TN
1383,57,15,TN
1384,57,16,TN
1385,57,17,TN
1386,57,18,TN
1387,57,19,TN
1388,57,20,TN
1389,57,21,TN
1390,57,22,TN
1391,57,23,TN
1392,58,0,TP
1393,58,1,TP
1394,58,2,TP
1395,58,3,TP
1396,58,4,TP
1397,58,5,TP
1398,58,6,TP
1399,58,7,TP
1400,58,8,TP
1401,58,9,TP
1402,58,10,TP
1403,58,11,TP
1404,58,12,TP
1405,58,13,FN
1406,58,14,FN
1407,58,15,FN
1408,58,16,FN
1409,58,17,FN
1410,58,18,FN
1411,58,19,FN
1412,58,20,FN
1413,58,21,FN
1414,58,22,FN
1415,58,23,FN
1416,59,0,FP
1417,59,1,FP
1418,59,2,FP
1419,59,3,TN
1420,59,4,TN
1421,59,5,TN
1422,59,6,TN
1423,59,7,TN
1424,59,8,TN
1425,59,9,TN
1426,59,10,TN
1427,59,11,TN
1428,59,12,TN
1429,59,13,TN
1430,59,14,TN
1431,59,15,TN
1432,59,16,TN
1433,59,17,TN
1434,59,18,TN
1435,59,19,TN
1436,59,20,TN
1437,59,21,TN
1438,59,22,TN
1439,59,23,TN
1440,60,0,FP
1441,60,1,FP
1442,60,2,TN
1443,60,3,TN
1444,60,4,TN
1445,60,5,TN
1446,60,6,TN
1447,60,7,TN
1448,60,8,TN
1449,60,9,TN
1450,60,10,TN
1451,60,11,TN
1452,60,12,TN
1453,60,13,TN
1454,60,14,TN
1455,60,15,TN
1456,60,16,TN
1457,60,17,TN
1458,60,18,TN
1459,60,19,TN
1460,60,20,TN
1461,60,21,TN
1462,60,22,TN
1463,60,23,TN
1464,61,0,FP
1465,61,1,FP
1466,61,2,TN
1467,61,3,TN
1468,61,4,TN
1469,61,5,TN
1470,61,6,TN
1471,61,7,TN
1472,61,8,TN
1473,61,9,TN
1474,61,10,TN
1475,61,11,TN
1476,61,12,TN
1477,61,13,TN
1478,61,14,TN
1479,61,15,TN
1480,61,16,TN
1481,61,17,TN
1482,61,18,TN
1483,61,19,TN
1484,61,20,TN
1485,61,21,TN
1486,61,22,TN
1487,61,23,TN
1488,62,0,TP
1489,62,1,TP
1490,62,2,TP
1491,62,3,TP
1492,62,4,TP
1493,62,5,TP
1494,62,6,TP
1495,62,7,TP
1496,62,8,TP
1497,62,9,TP
