,prec,rec,acc,f1,TP,TN,FP,FN
0,0.250999999999749,0.999999999996016,0.250999999999749,0.401278976497137,251,0,749,0
1,0.250999999999749,0.999999999996016,0.250999999999749,0.401278976497137,251,0,749,0
2,0.250999999999749,0.999999999996016,0.250999999999749,0.401278976497137,251,0,749,0
3,0.2556237218811292,0.9960159362510119,0.270999999999729,0.40683482473532157,250,21,728,1
4,0.26609442060057287,0.9880478087610038,0.31299999999968703,0.41927303432263063,248,65,684,3
5,0.27343749999969486,0.9760956175259917,0.342999999999657,0.4272013946006968,245,98,651,6
6,0.2893157262901689,0.9601593625459754,0.397999999999602,0.4446494461377755,241,157,592,10
7,0.3054830287202278,0.9322709163309472,0.450999999999549,0.4601769907777536,234,217,532,17
8,0.3207810320776558,0.916334661350931,0.491999999999508,0.47520661118514146,230,262,487,21
9,0.33182503770689015,0.8764940239008905,0.525999999999474,0.48140043723730297,220,306,443,31
10,0.35294117646999507,0.83665338645085,0.573999999999426,0.49645390029071584,210,364,385,41
11,0.3895348837201753,0.8007968127458136,0.634999999999365,0.5241199474070805,201,434,315,50
12,0.42191142191043846,0.7211155378457327,0.681999999999318,0.5323529407091653,181,501,248,70
13,0.4599406528176263,0.6175298804756274,0.721999999999278,0.527210883862644,155,567,182,96
14,0.49070631970077805,0.5258964143405342,0.743999999999256,0.507692307190954,132,612,137,119
15,0.5273631840769784,0.4223107569704291,0.7599999999992401,0.46902654817660944,106,654,95,145
16,0.6356589147237547,0.32669322709033194,0.783999999999216,0.43157894691768706,82,702,47,169
17,0.9999999999818182,0.21912350597522262,0.803999999999196,0.3594771238857917,55,749,0,196
18,0.9999999999714286,0.13944223107514167,0.783999999999216,0.24475524453873046,35,749,0,216
19,0.9999999999375,0.06374501992006476,0.764999999999235,0.11985018715235167,16,749,0,235
20,0.0,0.0,0.748999999999251,0.0,0,749,0,251
