,prec,rec,acc,f1,TP,TN,FP,FN
0,0.248999999999751,0.999999999995984,0.248999999999751,0.3987189748602751,249,0,751,0
1,0.25151515151489745,0.999999999995984,0.258999999999741,0.4019370456830334,249,10,741,0
2,0.2601880877740228,0.999999999995984,0.291999999999708,0.41293532305472225,249,43,708,0
3,0.2960760998807419,0.999999999995984,0.407999999999592,0.45688073359160514,249,159,592,0
4,0.41275167785165645,0.987951807224948,0.646999999999353,0.5822485202929981,246,401,350,3
5,0.9999999999957627,0.9477911646548282,0.986999999999013,0.9731958757850058,236,751,0,13
6,0.9999999999954955,0.8915662650566604,0.972999999999027,0.9426751587333089,222,751,0,27
7,0.999999999995025,0.8072289156594088,0.951999999999048,0.8933333328350518,201,751,0,48
8,0.9999999999947917,0.7710843373463009,0.942999999999057,0.870748298824132,192,751,0,57
9,0.9999999999945055,0.730923694776181,0.932999999999067,0.8445475633132682,182,751,0,67
10,0.9999999999943182,0.7068273092341092,0.926999999999073,0.8282352936285011,176,751,0,73
11,0.9999999999937108,0.6385542168649054,0.90999999999909,0.7794117642263912,159,751,0,90
12,0.9999999999927537,0.5542168674676538,0.8889999999991111,0.7131782941110911,138,751,0,111
13,0.9999999999915966,0.4779116465844261,0.86999999999913,0.6467391299936643,119,751,0,130
14,0.9999999999895833,0.38554216867315044,0.846999999999153,0.556521738725545,96,751,0,153
15,0.9999999999861111,0.28915662650486285,0.8229999999991771,0.4485981304903485,72,751,0,177
16,0.9999999999824563,0.22891566264968308,0.807999999999192,0.37254901930225554,57,751,0,192
17,0.9999999999761906,0.1686746987945033,0.792999999999207,0.2886597935654515,42,751,0,207
18,0.9999999999655173,0.11646586345334753,0.77999999999922,0.20863309333680968,29,751,0,220
19,0.9999999999411765,0.06827309236920373,0.767999999999232,0.12781954875156876,17,751,0,232
20,0.0,0.0,0.750999999999249,0.0,0,751,0,249
