,text,cls
89,2b9685484e0601ef482a046880fd96a7838416da,6
90,0404eb74d7bcf0a16319da46e4e0eadc201837f0,1
91,31f4c9f96bc929514ea10383a17ed8d514f28987,2
92,8767b63e7c38815d76f00c3ed75c063991300a0f,3
93,1bb141175d58caf6d83e171ae624a55c7231f7f0,1
94,d7f67e2f0d6fb1e84f81125df3b763531c83ef62,2
95,0c146b45e9aaaade46357dd25de4eb9b610eb0d1,1
96,35f209774385e79732c8d57d98eefae6f5cf1fd0,2
97,2c38e4cf148ed180da2c50fc2b5d0e7cbc237135,3
98,77c91b1aad9433c6efd1b9367e35cc10e63d4fa9,1
99,6e9d50b72cf5639a164d0120e06f889b5056bef6,2
100,2b9685484e0601ef482a046880fd96a7838416da,3
101,0404eb74d7bcf0a16319da46e4e0eadc201837f0,4
102,6e9d50b72cf5639a164d0120e06f889b5056bef6,5
103,2b9685484e0601ef482a046880fd96a7838416da,6
104,0404eb74d7bcf0a16319da46e4e0eadc201837f0,1
105,31f4c9f96bc929514ea10383a17ed8d514f28987,2
106,8767b63e7c38815d76f00c3ed75c063991300a0f,3
107,1bb141175d58caf6d83e171ae624a55c7231f7f0,1
108,d7f67e2f0d6fb1e84f81125df3b763531c83ef62,2
109,0c146b45e9aaaade46357dd25de4eb9b610eb0d1,3
110,35f209774385e79732c8d57d98eefae6f5cf1fd0,1
111,2c38e4cf148ed180da2c50fc2b5d0e7cbc237135,2
112,77c91b1aad9433c6efd1b9367e35cc10e63d4fa9,1
113,6e9d50b72cf5639a164d0120e06f889b5056bef6,2
114,2b9685484e0601ef482a046880fd96a7838416da,3
115,0404eb74d7bcf0a16319da46e4e0eadc201837f0,1
116,6e9d50b72cf5639a164d0120e06f889b5056bef6,2
117,2b9685484e0601ef482a046880fd96a7838416da,3
118,0404eb74d7bcf0a16319da46e4e0eadc201837f0,4
119,6e9d50b72cf5639a164d0120e06f889b5056bef6,5
120,2b9685484e0601ef482a046880fd96a7838416da,6
121,0404eb74d7bcf0a16319da46e4e0eadc201837f0,1
122,31f4c9f96bc929514ea10383a17ed8d514f28987,2
123,8767b63e7c38815d76f00c3ed75c063991300a0f,3
124,1bb141175d58caf6d83e171ae624a55c7231f7f0,1
125,d7f67e2f0d6fb1e84f81125df3b763531c83ef62,2
126,0c146b45e9aaaade46357dd25de4eb9b610eb0d1,1
127,35f209774385e79732c8d57d98eefae6f5cf1fd0,2
128,2c38e4cf148ed180da2c50fc2b5d0e7cbc237135,1
129,77c91b1aad9433c6efd1b9367e35cc10e63d4fa9,2
130,6e9d50b72cf5639a164d0120e06f889b5056bef6,3
131,0404eb74d7bcf0a16319da46e4e0eadc201837f0,4
132,2b9685484e0601ef482a046880fd96a7838416da,5
133,0404eb74d7bcf0a16319da46e4e0eadc201837f0,6
134,2b9685484e0601ef482a046880fd96a7838416da,1
135,31f4c9f96bc929514ea10383a17ed8d514f28987,2
136,8767b63e7c38815d76f00c3ed75c063991300a0f,1
137,1bb141175d58caf6d83e171ae624a55c7231f7f0,2
138,d7f67e2f0d6fb1e84f81125df3b763531c83ef62,1
139,0c146b45e9aaaade46357dd25de4eb9b610eb0d1,2
140,35f209774385e79732c8d57d98eefae6f5cf1fd0,3
141,2c38e4cf148ed180da2c50fc2b5d0e7cbc237135,1
142,77c91b1aad9433c6efd1b9367e35cc10e63d4fa9,2
143,6e9d50b72cf5639a164d0120e06f889b5056bef6,1
144,2b9685484e0601ef482a046880fd96a7838416da,2
145,0404eb74d7bcf0a16319da46e4e0eadc201837f0,3
146,2b9685484e0601ef482a046880fd96a7838416da,4
147,6e9d50b72cf5639a164d0120e06f889b5056bef6,5
148,0404eb74d7bcf0a16319da46e4e0eadc201837f0,6
149,2b9685484e0601ef482a046880fd96a7838416da,1
150,31f4c9f96bc929514ea10383a17ed8d514f28987,2
151,8767b63e7c38815d76f00c3ed75c063991300a0f,3
152,1bb141175d58caf6d83e171ae624a55c7231f7f0,4
153,d7f67e2f0d6fb1e84f81125df3b763531c83ef62,1
154,0c146b45e9aaaade46357dd25de4eb9b610eb0d1,2
155,35f209774385e79732c8d57d98eefae6f5cf1fd0,3
156,2c38e4cf148ed180da2c50fc2b5d0e7cbc237135,1
157,77c91b1aad9433c6efd1b9367e35cc10e63d4fa9,2
158,f1b299be0a77904608177cd35648f885e4cf7bec,3
159,70897e1c39fb80f03aabd9f8005f1831ca6e428c,4
160,202f46dd234fb569bac92876b558af9634d6ae1e,5
